account_id,name,branch_code,account_type,is_smurf_related,role
ACC_00823,Jackie Clements,BR-DEL,CURRENT,False,normal
ACC_00824,Aaron Schroeder,BR-KOL,SAVINGS,False,normal
ACC_00825,Monica Ellis,BR-KOL,CURRENT,False,normal
ACC_00826,Heather Brown,BR-BLR,SAVINGS,False,normal
ACC_00827,Claudia Jordan,BR-DEL,CURRENT,False,normal
ACC_00828,Derrick Clayton,BR-BLR,CURRENT,False,normal
ACC_00829,Kenneth Knight,BR-LKO,CURRENT,False,normal
ACC_00830,Mr. Michael Williams,BR-MUM,CURRENT,False,normal
ACC_00831,Richard Stevens,BR-BLR,CURRENT,False,normal
ACC_00832,Scott Alexander,BR-DEL,CURRENT,False,normal
ACC_00833,Tyler Harris,BR-KOL,CURRENT,False,normal
ACC_00834,Bonnie Santos,BR-BLR,SAVINGS,False,normal
ACC_00835,Timothy Hill,BR-DEL,CURRENT,False,normal
ACC_00836,Danielle Watson,BR-BLR,SAVINGS,False,normal
ACC_00837,Carol Sanders,BR-DEL,SAVINGS,False,normal
ACC_00838,Michael Young,BR-KOL,CURRENT,False,normal
ACC_00839,Michele Smith,BR-DEL,SAVINGS,False,normal
ACC_00840,Casey Perez,BR-DEL,SAVINGS,False,normal
ACC_00841,Alexandra Dominguez,BR-BLR,CURRENT,False,normal
ACC_00842,Virginia Henderson,BR-LKO,SAVINGS,False,normal
ACC_00843,Benjamin Reyes,BR-KOL,SAVINGS,False,normal
ACC_00844,Ashley Edwards,BR-LKO,CURRENT,False,normal
ACC_00845,Breanna Ayala,BR-BLR,CURRENT,False,normal
ACC_00846,Brandi Haney,BR-DEL,SAVINGS,False,normal
ACC_00847,Joseph Smith,BR-KOL,CURRENT,False,normal
ACC_00848,Jessica Bowen,BR-LKO,CURRENT,False,normal
ACC_00849,Brittany Jenkins,BR-BLR,SAVINGS,False,normal
ACC_00850,Shannon Miller,BR-DEL,SAVINGS,False,normal
ACC_00851,Paul Lawrence,BR-MUM,CURRENT,False,normal
ACC_00852,Victor Edwards,BR-KOL,CURRENT,False,normal
ACC_00853,Donald Miller,BR-KOL,SAVINGS,False,normal
ACC_00854,Lindsay Lawson,BR-BLR,CURRENT,False,normal
ACC_00855,Melissa Abbott,BR-LKO,SAVINGS,False,normal
ACC_00856,Elizabeth Holmes,BR-KOL,CURRENT,False,normal
ACC_00857,Nicole Phillips,BR-LKO,SAVINGS,False,normal
ACC_00858,Steven Blevins,BR-DEL,SAVINGS,False,normal
ACC_00859,Brian Porter MD,BR-DEL,CURRENT,False,normal
ACC_00860,Vanessa Hatfield,BR-MUM,CURRENT,False,normal
ACC_00861,Bonnie Valencia,BR-DEL,CURRENT,False,normal
ACC_00862,Holly Vega,BR-BLR,SAVINGS,False,normal
ACC_00863,Tiffany Townsend,BR-KOL,CURRENT,False,normal
ACC_00864,Austin Baker,BR-BLR,SAVINGS,False,normal
ACC_00865,Antonio Mccormick,BR-MUM,CURRENT,False,normal
ACC_00866,Lori Mason,BR-KOL,SAVINGS,False,normal
ACC_00867,Michael Miller,BR-DEL,SAVINGS,False,normal
ACC_00868,Lisa Ramirez,BR-MUM,SAVINGS,False,normal
ACC_00869,Jorge Harris,BR-LKO,SAVINGS,False,normal
ACC_00870,Kimberly Myers,BR-BLR,CURRENT,False,normal
ACC_00871,Sandra Becker,BR-LKO,SAVINGS,False,normal
ACC_00872,Michael Blair,BR-KOL,SAVINGS,False,normal
ACC_00873,Amy Miller,BR-DEL,CURRENT,False,normal
ACC_00874,Jesse Lynch,BR-LKO,CURRENT,False,normal
ACC_00875,Patrick Yang,BR-KOL,CURRENT,False,normal
ACC_00876,Michael Miles,BR-LKO,SAVINGS,False,normal
ACC_00877,Troy Mills,BR-MUM,CURRENT,False,normal
ACC_00878,Michelle Jackson,BR-DEL,CURRENT,False,normal
ACC_00879,Richard Adams,BR-LKO,CURRENT,False,normal
ACC_00880,Patricia Johnson,BR-MUM,SAVINGS,False,normal
ACC_00881,Denise Brown,BR-MUM,CURRENT,False,normal
ACC_00882,Laura Jones,BR-KOL,SAVINGS,False,normal
ACC_00883,Ian Porter,BR-DEL,SAVINGS,False,normal
ACC_00884,Holly Scott,BR-BLR,SAVINGS,False,normal
ACC_00885,Kenneth Sharp,BR-MUM,CURRENT,False,normal
ACC_00886,Jordan Williams,BR-MUM,CURRENT,False,normal
ACC_00887,Dana Ruiz,BR-KOL,CURRENT,False,normal
ACC_00888,Chris Velazquez,BR-DEL,CURRENT,False,normal
ACC_00889,Kristen Sloan,BR-MUM,CURRENT,False,normal
ACC_00890,Jennifer Morris,BR-MUM,CURRENT,False,normal
ACC_00891,Nathan Nelson,BR-KOL,SAVINGS,False,normal
ACC_00892,Jake Shaw,BR-KOL,SAVINGS,False,normal
ACC_00893,Cassie Brock,BR-KOL,SAVINGS,False,normal
ACC_00894,Dr. Andrea Marshall,BR-MUM,CURRENT,False,normal
ACC_00895,Ryan Murphy,BR-KOL,SAVINGS,False,normal
ACC_00896,Aimee Gonzalez,BR-DEL,SAVINGS,False,normal
ACC_00897,Elizabeth Dean,BR-DEL,CURRENT,False,normal
ACC_00898,Kevin Snyder,BR-MUM,CURRENT,False,normal
ACC_00899,Christie Mccullough,BR-KOL,SAVINGS,False,normal
ACC_00900,Danielle Smith,BR-LKO,CURRENT,False,normal
ACC_00901,David Reed,BR-BLR,CURRENT,False,normal
ACC_00902,Sherry Tapia,BR-MUM,CURRENT,False,normal
ACC_00903,Matthew Sweeney,BR-BLR,CURRENT,False,normal
ACC_00904,Ashley Moreno,BR-DEL,SAVINGS,False,normal
ACC_00905,Johnathan Brown,BR-MUM,CURRENT,False,normal
ACC_00906,Michelle Davis DVM,BR-LKO,CURRENT,False,normal
ACC_00907,Kelly Haynes,BR-LKO,SAVINGS,False,normal
ACC_00908,William Miller,BR-BLR,SAVINGS,False,normal
ACC_00909,Casey Wilkins,BR-BLR,CURRENT,False,normal
ACC_00910,Keith Graham,BR-BLR,CURRENT,False,normal
ACC_00911,Cynthia Green,BR-MUM,CURRENT,False,normal
ACC_00912,Robert Haynes,BR-KOL,SAVINGS,False,normal
ACC_00913,Emily Nelson,BR-BLR,SAVINGS,False,normal
ACC_00914,Dale Chan,BR-LKO,SAVINGS,False,normal
ACC_00915,Brittney Martin,BR-BLR,CURRENT,False,normal
ACC_00916,Jason Herrera,BR-MUM,SAVINGS,False,normal
ACC_00917,Christine Parker,BR-DEL,SAVINGS,False,normal
ACC_00918,Bryan Moore,BR-BLR,CURRENT,False,normal
ACC_00919,Samantha Terry,BR-KOL,CURRENT,False,normal
ACC_00920,Russell Murphy,BR-MUM,SAVINGS,False,normal
ACC_00921,David Kelly,BR-BLR,CURRENT,False,normal
ACC_00922,Megan Green,BR-MUM,SAVINGS,False,normal
ACC_00923,Amanda Sullivan MD,BR-LKO,CURRENT,False,normal
ACC_00924,Danielle Murray,BR-LKO,CURRENT,False,normal
ACC_00925,Brenda Smith,BR-LKO,SAVINGS,False,normal
ACC_00926,Vickie Anderson,BR-DEL,CURRENT,False,normal
ACC_00927,Jacqueline Mccoy,BR-KOL,CURRENT,False,normal
ACC_00928,Lauren Green,BR-MUM,SAVINGS,False,normal
ACC_00929,Alison Brown,BR-KOL,CURRENT,False,normal
ACC_00930,Jill Anderson,BR-DEL,SAVINGS,False,normal
ACC_00931,Sandra Rivera,BR-BLR,CURRENT,False,normal
ACC_00932,Joel Jackson,BR-KOL,CURRENT,False,normal
ACC_00933,Samantha Foster,BR-BLR,SAVINGS,False,normal
ACC_00934,Michael Thompson,BR-DEL,CURRENT,False,normal
ACC_00935,Cody Ramirez,BR-MUM,CURRENT,False,normal
ACC_00936,Amanda Harvey,BR-BLR,CURRENT,False,normal
ACC_00937,Edward Jenkins,BR-BLR,SAVINGS,False,normal
ACC_00938,Amy Ramirez,BR-LKO,SAVINGS,False,normal
ACC_00939,Curtis Wilkerson,BR-KOL,SAVINGS,False,normal
ACC_00940,Lydia Pham,BR-BLR,CURRENT,False,normal
ACC_00941,Virginia Casey,BR-DEL,CURRENT,False,normal
ACC_00942,Joshua Washington,BR-KOL,CURRENT,False,normal
ACC_00943,Kathryn Price,BR-KOL,CURRENT,False,normal
ACC_00944,Francis Robinson,BR-KOL,SAVINGS,False,normal
ACC_00945,Paula Brown,BR-MUM,SAVINGS,False,normal
ACC_00946,Kendra Wang DVM,BR-LKO,CURRENT,False,normal
ACC_00947,Ariel Sandoval,BR-BLR,CURRENT,False,normal
ACC_00948,Robert Stark,BR-MUM,SAVINGS,False,normal
ACC_00949,Zachary Robinson,BR-KOL,CURRENT,False,normal
ACC_00950,Rebecca Kelly,BR-KOL,SAVINGS,False,normal
ACC_00951,Sarah Thompson,BR-DEL,SAVINGS,False,normal
ACC_00952,Renee Wolfe,BR-MUM,CURRENT,False,normal
ACC_00953,Alyssa Haynes,BR-LKO,CURRENT,False,normal
ACC_00954,Kristy Hart,BR-MUM,SAVINGS,False,normal
ACC_00955,William Keith,BR-BLR,CURRENT,False,normal
ACC_00956,Eric Henry Jr.,BR-MUM,CURRENT,False,normal
ACC_00957,Daniel Fox,BR-KOL,CURRENT,False,normal
ACC_00958,Thomas Harris,BR-KOL,CURRENT,False,normal
ACC_00959,Mitchell Sellers,BR-KOL,CURRENT,False,normal
ACC_00960,Erica Johnson,BR-KOL,CURRENT,False,normal
ACC_00961,Sylvia Schroeder,BR-LKO,SAVINGS,False,normal
ACC_00962,Shannon Yu,BR-BLR,CURRENT,False,normal
ACC_00963,Tom Foster,BR-DEL,CURRENT,False,normal
ACC_00964,Eric Taylor,BR-KOL,CURRENT,False,normal
ACC_00965,Travis Conner,BR-DEL,CURRENT,False,normal
ACC_00966,Marie Thompson,BR-BLR,SAVINGS,False,normal
ACC_00967,Melissa Mcfarland,BR-DEL,CURRENT,False,normal
ACC_00968,Courtney Chapman,BR-MUM,CURRENT,False,normal
ACC_00969,Eric Barker,BR-MUM,SAVINGS,False,normal
ACC_00970,Nicholas Rush,BR-DEL,SAVINGS,False,normal
ACC_00971,Jenna Gamble,BR-MUM,SAVINGS,False,normal
ACC_00972,Amanda Guzman,BR-LKO,CURRENT,False,normal
ACC_00973,Tracy Walker,BR-LKO,SAVINGS,False,normal
ACC_00974,Taylor Taylor,BR-LKO,SAVINGS,False,normal
ACC_00975,Cynthia Haas,BR-LKO,CURRENT,False,normal
ACC_00976,Stephen Davis,BR-DEL,SAVINGS,False,normal
ACC_00977,Margaret Tanner,BR-KOL,SAVINGS,False,normal
ACC_00978,Derek Wright,BR-KOL,CURRENT,False,normal
ACC_00979,David Rodriguez,BR-LKO,CURRENT,False,normal
ACC_00980,James Oconnor,BR-BLR,SAVINGS,False,normal
ACC_00981,Stacey Snyder,BR-LKO,CURRENT,False,normal
ACC_00982,Joshua Garcia,BR-KOL,CURRENT,False,normal
ACC_00983,Sean Curtis,BR-BLR,CURRENT,False,normal
ACC_00984,Carla Jones,BR-MUM,SAVINGS,False,normal
ACC_00985,Elizabeth Flores,BR-BLR,CURRENT,False,normal
ACC_00986,Angela Jackson,BR-MUM,CURRENT,False,normal
ACC_00987,Nicholas Payne,BR-BLR,SAVINGS,False,normal
ACC_00988,Anna Wheeler,BR-LKO,CURRENT,False,normal
ACC_00989,Karen Johnson,BR-LKO,CURRENT,False,normal
ACC_00990,Carmen Preston,BR-KOL,CURRENT,False,normal
ACC_00991,Brian Harris,BR-BLR,SAVINGS,False,normal
ACC_00992,Michael Bowen,BR-KOL,CURRENT,False,normal
ACC_00993,Deborah Campbell,BR-LKO,CURRENT,False,normal
ACC_00994,Anthony Armstrong,BR-MUM,CURRENT,False,normal
ACC_00995,Brittany Ward,BR-DEL,CURRENT,False,normal
ACC_00996,Edward Stanley,BR-DEL,CURRENT,False,normal
ACC_00997,Christina Johnson,BR-LKO,CURRENT,False,normal
ACC_00998,Edgar Miller,BR-LKO,SAVINGS,False,normal
ACC_00999,Elizabeth Sanders,BR-MUM,CURRENT,False,normal
ACC_01000,Matthew Davis MD,BR-KOL,CURRENT,False,normal
ACC_01001,Stephen Wood,BR-MUM,SAVINGS,False,normal
ACC_01002,Dennis Marshall,BR-KOL,SAVINGS,False,normal
ACC_01003,Derrick Brown,BR-MUM,SAVINGS,False,normal
ACC_01004,Mary Miller,BR-KOL,SAVINGS,False,normal
ACC_01005,Joshua Arellano,BR-MUM,SAVINGS,False,normal
ACC_01006,Kristen Randall,BR-DEL,CURRENT,False,normal
ACC_01007,Jennifer Nichols,BR-BLR,CURRENT,False,normal
ACC_01008,Karen Keith,BR-DEL,SAVINGS,False,normal
ACC_01009,Blake Orr,BR-DEL,SAVINGS,False,normal
ACC_01010,Kathryn Lester,BR-LKO,CURRENT,False,normal
ACC_01011,Megan Oliver,BR-LKO,SAVINGS,False,normal
ACC_01012,Peter Thompson,BR-BLR,CURRENT,False,normal
ACC_01013,Dr. Rhonda Martinez,BR-BLR,SAVINGS,False,normal
ACC_01014,William Graham,BR-DEL,SAVINGS,False,normal
ACC_01015,Lori Flowers MD,BR-KOL,SAVINGS,False,normal
ACC_01016,Suzanne Jones,BR-MUM,CURRENT,False,normal
ACC_01017,James Nguyen,BR-MUM,SAVINGS,False,normal
ACC_01018,Jimmy Marks,BR-LKO,CURRENT,False,normal
ACC_01019,Lisa Mills,BR-MUM,CURRENT,False,normal
ACC_01020,Jason Hernandez,BR-DEL,SAVINGS,False,normal
ACC_01021,Olivia Ayers,BR-BLR,SAVINGS,False,normal
ACC_01022,Kristine Garcia,BR-BLR,CURRENT,False,normal
ACC_01023,Joseph Cooper,BR-LKO,CURRENT,False,normal
ACC_01024,James Washington,BR-MUM,CURRENT,False,normal
ACC_01025,Amanda Hill,BR-BLR,SAVINGS,False,normal
ACC_01026,Lee Steele,BR-DEL,CURRENT,False,normal
ACC_01027,Steve Rivera,BR-MUM,CURRENT,False,normal
ACC_01028,Patrick Mccall,BR-BLR,SAVINGS,False,normal
ACC_01029,Alicia Roth,BR-DEL,CURRENT,False,normal
ACC_01030,Douglas Vasquez,BR-BLR,SAVINGS,False,normal
ACC_01031,Annette Melton,BR-MUM,CURRENT,False,normal
ACC_01032,William Ramos,BR-LKO,CURRENT,False,normal
ACC_01033,Debra Butler,BR-DEL,CURRENT,False,normal
ACC_01034,Chelsea Lewis,BR-DEL,SAVINGS,False,normal
ACC_01035,Natalie Malone,BR-MUM,CURRENT,False,normal
ACC_01036,Samantha Robertson,BR-BLR,SAVINGS,False,normal
ACC_01037,Eric Hunter,BR-DEL,CURRENT,False,normal
ACC_01038,Samuel Suarez,BR-LKO,SAVINGS,False,normal
ACC_01039,Corey Whitaker,BR-LKO,CURRENT,False,normal
ACC_01040,Danielle Bryant,BR-BLR,CURRENT,False,normal
ACC_01041,Michele Hill,BR-KOL,SAVINGS,False,normal
ACC_01042,Kathy Reid,BR-BLR,CURRENT,False,normal
ACC_01043,Andre Watson,BR-MUM,SAVINGS,False,normal
ACC_01044,Cassandra Harrell,BR-DEL,CURRENT,False,normal
ACC_01045,Hannah Martin,BR-BLR,SAVINGS,False,normal
ACC_01046,Nicole Barker,BR-LKO,CURRENT,False,normal
ACC_01047,James Martin,BR-DEL,CURRENT,False,normal
ACC_01048,Traci Vincent,BR-BLR,SAVINGS,False,normal
ACC_01049,Megan Adams,BR-MUM,SAVINGS,False,normal
ACC_01050,Alejandro Deleon,BR-LKO,SAVINGS,False,normal
ACC_01051,Alexa Buck,BR-LKO,CURRENT,False,normal
ACC_01052,Lindsay Smith,BR-LKO,CURRENT,False,normal
ACC_01053,Robert Torres,BR-KOL,SAVINGS,False,normal
ACC_01054,Maria Coleman,BR-MUM,SAVINGS,False,normal
ACC_01055,Gregory King,BR-KOL,CURRENT,False,normal
ACC_01056,Michael Holloway,BR-KOL,CURRENT,False,normal
ACC_01057,Brian Hunt,BR-DEL,SAVINGS,False,normal
ACC_01058,Sarah Brooks,BR-DEL,SAVINGS,False,normal
ACC_01059,Lisa Evans,BR-KOL,SAVINGS,False,normal
ACC_01060,Arthur Mcneil,BR-MUM,CURRENT,False,normal
ACC_01061,Shannon Green,BR-KOL,CURRENT,False,normal
ACC_01062,Stephanie Evans,BR-DEL,SAVINGS,False,normal
ACC_01063,Ralph Yoder,BR-KOL,CURRENT,False,normal
ACC_01064,Rebekah Greene,BR-DEL,CURRENT,False,normal
ACC_01065,Melanie Griffith,BR-DEL,CURRENT,False,normal
ACC_01066,Yolanda Green,BR-MUM,CURRENT,False,normal
ACC_01067,James Johnson,BR-LKO,SAVINGS,False,normal
ACC_01068,Laura Lee,BR-KOL,CURRENT,False,normal
ACC_01069,Courtney Nichols,BR-BLR,SAVINGS,False,normal
ACC_01070,Susan Powers,BR-LKO,CURRENT,False,normal
ACC_01071,Sarah Pittman,BR-DEL,SAVINGS,False,normal
ACC_01072,Catherine Davis,BR-KOL,SAVINGS,False,normal
ACC_01073,David Stokes,BR-DEL,CURRENT,False,normal
ACC_01074,Catherine Frazier,BR-BLR,SAVINGS,False,normal
ACC_01075,Brandon Kelly,BR-KOL,SAVINGS,False,normal
ACC_01076,Elizabeth French,BR-DEL,CURRENT,False,normal
ACC_01077,David Carter,BR-DEL,CURRENT,False,normal
ACC_01078,Julie Delacruz,BR-LKO,SAVINGS,False,normal
ACC_01079,Terry Jones,BR-MUM,CURRENT,False,normal
ACC_01080,Kathryn Dillon,BR-BLR,CURRENT,False,normal
ACC_01081,Edwin Brown,BR-LKO,CURRENT,False,normal
ACC_01082,Brenda Gonzalez,BR-LKO,SAVINGS,False,normal
ACC_01083,Keith Knox,BR-KOL,SAVINGS,False,normal
ACC_01084,Eugene Baldwin,BR-BLR,SAVINGS,False,normal
ACC_01085,Katherine Welch,BR-MUM,CURRENT,False,normal
ACC_01086,Mark Smith,BR-KOL,SAVINGS,False,normal
ACC_01087,Philip Jackson,BR-MUM,SAVINGS,False,normal
ACC_01088,Katherine Gallagher,BR-DEL,CURRENT,False,normal
ACC_01089,Lucas Schultz,BR-LKO,CURRENT,False,normal
ACC_01090,Vincent Reyes,BR-KOL,CURRENT,False,normal
ACC_01091,Curtis Watson,BR-MUM,SAVINGS,False,normal
ACC_01092,Frank Whitaker,BR-LKO,CURRENT,False,normal
ACC_01093,Michael Sims,BR-MUM,CURRENT,False,normal
ACC_01094,Michael Cooper,BR-MUM,SAVINGS,False,normal
ACC_01095,James Chapman,BR-DEL,CURRENT,False,normal
ACC_01096,Rodney Evans,BR-KOL,SAVINGS,False,normal
ACC_01097,Nicholas Carlson,BR-MUM,SAVINGS,False,normal
ACC_01098,Stephen Cowan,BR-DEL,SAVINGS,False,normal
ACC_01099,Steven Howard,BR-KOL,SAVINGS,False,normal
ACC_01100,Travis Hull,BR-LKO,SAVINGS,False,normal
ACC_01101,Darryl Acosta,BR-MUM,SAVINGS,False,normal
ACC_01102,Nicholas Lawrence,BR-LKO,CURRENT,False,normal
ACC_01103,Jacob Santos,BR-MUM,SAVINGS,False,normal
ACC_01104,Shawn Scott,BR-DEL,SAVINGS,False,normal
ACC_01105,Amber Vang,BR-KOL,CURRENT,False,normal
ACC_01106,Martha Smith,BR-MUM,CURRENT,False,normal
ACC_01107,Jennifer James,BR-KOL,CURRENT,False,normal
ACC_01108,Kara Hernandez,BR-MUM,CURRENT,False,normal
ACC_01109,Lorraine Turner,BR-MUM,SAVINGS,False,normal
ACC_01110,Mary Nelson,BR-LKO,CURRENT,False,normal
ACC_01111,Breanna Rivas,BR-BLR,SAVINGS,False,normal
ACC_01112,Nathan Wilson,BR-KOL,SAVINGS,False,normal
ACC_01113,Brian Gonzalez,BR-LKO,CURRENT,False,normal
ACC_01114,Dennis Mills,BR-DEL,CURRENT,False,normal
ACC_01115,Michael Phillips,BR-LKO,CURRENT,False,normal
ACC_01116,Jon Clark,BR-LKO,CURRENT,False,normal
ACC_01117,Erin Smith,BR-MUM,CURRENT,False,normal
ACC_01118,Susan Conley,BR-LKO,SAVINGS,False,normal
ACC_01119,Brittany Davis,BR-KOL,CURRENT,False,normal
ACC_01120,Misty Garcia,BR-MUM,SAVINGS,False,normal
ACC_01121,David Hinton,BR-BLR,SAVINGS,False,normal
ACC_01122,John Garcia,BR-LKO,SAVINGS,False,normal
ACC_01123,Andrew Roberts,BR-KOL,CURRENT,False,normal
ACC_01124,Emily Rodgers,BR-LKO,SAVINGS,False,normal
ACC_01125,Peter Williams,BR-LKO,SAVINGS,False,normal
ACC_01126,Mary Jackson,BR-BLR,SAVINGS,False,normal
ACC_01127,Jeffrey Howell,BR-BLR,SAVINGS,False,normal
ACC_01128,Anna Briggs,BR-LKO,CURRENT,False,normal
ACC_01129,James Rivers,BR-DEL,SAVINGS,False,normal
ACC_01130,James Jefferson,BR-DEL,CURRENT,False,normal
ACC_01131,Mariah Robles,BR-LKO,SAVINGS,False,normal
ACC_01132,Michael Brown,BR-DEL,SAVINGS,False,normal
ACC_01133,Caitlin Perry,BR-KOL,SAVINGS,False,normal
ACC_01134,Rebekah Gregory,BR-LKO,SAVINGS,False,normal
ACC_01135,James Howard,BR-BLR,CURRENT,False,normal
ACC_01136,Michael Roberson,BR-DEL,SAVINGS,False,normal
ACC_01137,Bianca Knapp,BR-MUM,SAVINGS,False,normal
ACC_01138,Jason Williams,BR-LKO,SAVINGS,False,normal
ACC_01139,Ernest Bush,BR-KOL,SAVINGS,False,normal
ACC_01140,Patricia Ray,BR-LKO,SAVINGS,False,normal
ACC_01141,Vanessa Santiago,BR-KOL,CURRENT,False,normal
ACC_01142,Joseph Haynes,BR-BLR,CURRENT,False,normal
ACC_01143,Matthew Wright,BR-LKO,CURRENT,False,normal
ACC_01144,Michael Cruz,BR-BLR,CURRENT,False,normal
ACC_01145,Kristin Huerta,BR-BLR,CURRENT,False,normal
ACC_01146,Mason Moore,BR-LKO,SAVINGS,False,normal
ACC_01147,Sarah Booth,BR-LKO,CURRENT,False,normal
ACC_01148,John Allen,BR-MUM,CURRENT,False,normal
ACC_01149,Amber Walker,BR-BLR,CURRENT,False,normal
ACC_01150,Jennifer Young,BR-DEL,SAVINGS,False,normal
ACC_01151,Robert West,BR-MUM,SAVINGS,False,normal
ACC_01152,Jillian Wilson,BR-BLR,CURRENT,False,normal
ACC_01153,Matthew Garcia MD,BR-BLR,SAVINGS,False,normal
ACC_01154,April Davis,BR-MUM,CURRENT,False,normal
ACC_01155,Lisa Torres,BR-MUM,CURRENT,False,normal
ACC_01156,Christine Powers,BR-KOL,SAVINGS,False,normal
ACC_01157,Heidi Brown,BR-LKO,CURRENT,False,normal
ACC_01158,Jesse Castro,BR-BLR,CURRENT,False,normal
ACC_01159,Kara Sandoval,BR-LKO,CURRENT,False,normal
ACC_01160,Ashley Malone,BR-MUM,CURRENT,False,normal
ACC_01161,Glenn Gallegos,BR-MUM,SAVINGS,False,normal
ACC_01162,Dorothy Boyd,BR-KOL,CURRENT,False,normal
ACC_01163,Amber Martin,BR-MUM,SAVINGS,False,normal
ACC_01164,Mitchell Griffith,BR-KOL,SAVINGS,False,normal
ACC_01165,Levi Lopez,BR-DEL,SAVINGS,False,normal
ACC_01166,Jenna Bryant,BR-DEL,CURRENT,False,normal
ACC_01167,Michelle Rodriguez,BR-MUM,SAVINGS,False,normal
ACC_01168,Timothy Monroe,BR-DEL,SAVINGS,False,normal
ACC_01169,Patricia Hayes,BR-DEL,SAVINGS,False,normal
ACC_01170,Tina Taylor,BR-KOL,CURRENT,False,normal
ACC_01171,Mr. Anthony Mcconnell PhD,BR-BLR,SAVINGS,False,normal
ACC_01172,Mr. Thomas Thompson,BR-KOL,CURRENT,False,normal
ACC_01173,Monica Anderson,BR-LKO,SAVINGS,False,normal
ACC_01174,Kyle Andrade,BR-DEL,CURRENT,False,normal
ACC_01175,Janice Petty,BR-DEL,SAVINGS,False,normal
ACC_01176,Pamela Hill,BR-KOL,CURRENT,False,normal
ACC_01177,Tracy Chavez,BR-KOL,CURRENT,False,normal
ACC_01178,Jason Graves,BR-DEL,CURRENT,False,normal
ACC_01179,Elizabeth Miles,BR-MUM,SAVINGS,False,normal
ACC_01180,Michelle Walls,BR-DEL,SAVINGS,False,normal
ACC_01181,Christina Weber,BR-MUM,SAVINGS,False,normal
ACC_01182,Gregory Chambers,BR-KOL,CURRENT,False,normal
ACC_01183,Miss Tina Gordon,BR-BLR,CURRENT,False,normal
ACC_01184,Erica Wilson,BR-LKO,SAVINGS,False,normal
ACC_01185,John Duncan,BR-BLR,CURRENT,False,normal
ACC_01186,Jennifer Adkins,BR-LKO,SAVINGS,False,normal
ACC_01187,Donna Boone,BR-MUM,CURRENT,False,normal
ACC_01188,Kelly Johnson,BR-DEL,SAVINGS,False,normal
ACC_01189,Michael Gonzalez,BR-DEL,CURRENT,False,normal
ACC_01190,Candace Mitchell,BR-LKO,CURRENT,False,normal
ACC_01191,Ryan Vaughn,BR-KOL,CURRENT,False,normal
ACC_01192,Paul Johnson,BR-DEL,SAVINGS,False,normal
ACC_01193,Ashley Parrish,BR-MUM,SAVINGS,False,normal
ACC_01194,Sharon Newton,BR-LKO,CURRENT,False,normal
ACC_01195,Cynthia Mueller,BR-BLR,SAVINGS,False,normal
ACC_01196,Donna Beck,BR-KOL,SAVINGS,False,normal
ACC_01197,Jasmine Frye,BR-MUM,SAVINGS,False,normal
ACC_01198,Emily Arnold,BR-KOL,CURRENT,False,normal
ACC_01199,David Oliver,BR-BLR,SAVINGS,False,normal
ACC_01200,Sheila Greer,BR-DEL,CURRENT,False,normal
ACC_01201,Michele Holland,BR-KOL,SAVINGS,False,normal
ACC_01202,Kimberly Morrison,BR-MUM,CURRENT,False,normal
ACC_01203,Tracey Phillips,BR-DEL,SAVINGS,False,normal
ACC_01204,Michael Lopez,BR-KOL,SAVINGS,False,normal
ACC_01205,Jose Bennett,BR-LKO,SAVINGS,False,normal
ACC_01206,Justin Anderson,BR-BLR,SAVINGS,False,normal
ACC_01207,Dawn Rivera,BR-KOL,SAVINGS,False,normal
ACC_01208,Brittney Hernandez,BR-KOL,CURRENT,False,normal
ACC_01209,Anthony Randolph,BR-KOL,CURRENT,False,normal
ACC_01210,Mary Henry,BR-LKO,SAVINGS,False,normal
ACC_01211,Heather Bowers,BR-DEL,CURRENT,False,normal
ACC_01212,Daniel White,BR-DEL,SAVINGS,False,normal
ACC_01213,Jonathan Perry,BR-LKO,SAVINGS,False,normal
ACC_01214,Anna Walker,BR-DEL,CURRENT,False,normal
ACC_01215,Gary Ward,BR-KOL,CURRENT,False,normal
ACC_01216,Paul Moreno,BR-BLR,SAVINGS,False,normal
ACC_01217,Samantha Zavala MD,BR-BLR,CURRENT,False,normal
ACC_01218,Jill Conway,BR-LKO,SAVINGS,False,normal
ACC_01219,Lisa Haley,BR-BLR,CURRENT,False,normal
ACC_01220,Erica Moon,BR-LKO,SAVINGS,False,normal
ACC_01221,Janice Fernandez,BR-KOL,CURRENT,False,normal
ACC_01222,Thomas Short,BR-DEL,CURRENT,False,normal
ACC_01223,Robert Griffin,BR-MUM,SAVINGS,False,normal
ACC_01224,Steven Lee,BR-DEL,CURRENT,False,normal
ACC_01225,Tiffany Jackson,BR-MUM,CURRENT,False,normal
ACC_01226,Kimberly Smith,BR-MUM,CURRENT,False,normal
ACC_01227,Michael Ayala,BR-BLR,CURRENT,False,normal
ACC_01228,Jessica Garcia,BR-DEL,SAVINGS,False,normal
ACC_01229,Michele Cherry,BR-DEL,CURRENT,False,normal
ACC_01230,Maria Case,BR-LKO,CURRENT,False,normal
ACC_01231,Brittany Stevens,BR-BLR,SAVINGS,False,normal
ACC_01232,Brandon Brown,BR-MUM,SAVINGS,False,normal
ACC_01233,Kristin Andrews,BR-MUM,CURRENT,False,normal
ACC_01234,David Hughes,BR-LKO,CURRENT,False,normal
ACC_01235,Jessica Smith,BR-DEL,SAVINGS,False,normal
